holder,district,address_street,address_building,square,contract,contract_day_start,contract_day_finish,contract_price
Іванов В. К.,Франківський,Кокорудза I.,8,37.1,Ф-9471-15,02.03.2015,01.03.2018,441.32
Івановський Олег Омелянович ФОП,Сихівський,Червоної Калини,81,23.3,С-9822-15,29.09.2015,23.09.2018,115.86
Іванчук Василь Михайлович ФОП,Галицький,Театральна,15,167.9,Г-7994-11 (Д-13),18.09.2013,18.09.2023,1 грн. в рік освіта
Івашко В.Д.,Франківський,Горбачевського I., 12а,20.9,Ф-9336-15,14.08.2015,05.01.2018,127.48
Іващук О. М.,Шевченківський,Клепарiвська, 11а,15.7,Ш-9072-14,27.06.2014,26.06.2017,194.18
Ілевич Владислав Володимирович ФОП,Сихівський,Героїв Крут,9,38.7,С-9107-14,25.07.2014,21.07.2017,346.34
Іліх М. В.,Личаківський,Тарнавського М. ген.,109,11.2,Л-9977-16,16.02.2016,15.02.2019,122.15
ІЛЬВАРО,Сихівський,Пимоненка М.,5,3414.9,Г-5936-8(Д-10),20.07.2010,25.01.2018,27324.37
ІНВАЛІДИ -АМПУТАНТИ ТОВАРИСТВО ЛЬВІВСЬКОЇ ОБЛАСТІ,Галицький,Галицька пл.,15,13.1,Г-9057-14,18.06.2014,17.06.2017,265.26
Інваспорт Львів. рег. центр з фіз. к-ри і сп. інва,Личаківський,Харкiвська,6,94.2,Л-10028-16,28.03.2016,27.03.2019,1 грн. за кв. м. в рік
Інспекція державного архітектурно-будівельного кон,Сихівський,Угорська, 7а,933.5,С-9997-16,26.02.2016,25.02.2019,1 грн. в рік
Інститут біології клітини Нац. академії наук Украї,Галицький,Глiбова Л.,2,20.7,Г-10406-16,30.12.2016,30.12.2026,1 грн. за кв. м. в рік
Інститут біології клітини Нац. академії наук Украї,Галицький,Драгоманова М.,22,57.6,Г-3468-5,09.12.2005,09.12.2015,145.02
Інститут ЕКОЛОГІЇ КАРПАТ НАН УКРАЇНИ,Галицький,Архипенка О.,1,141.9,Г-9098-14,17.07.2014,13.07.2017,1 грн. за кв. м. в рік
Інститут ЕКОЛОГІЇ КАРПАТ НАН УКРАЇНИ,Галицький,Стефаника В.,11,135.8,Г-9165-14,16.09.2014,15.09.2017,1 грн. за кв. м. в рік
Інститут інформаційного права МГО,Галицький,Костюшка Т.,18,118.4,Г-8432-12,12.09.2012,31.08.2017,296.89
Інститут інформаційного права МГО,Шевченківський,Хвильового М.,21,33.2,Ш-10242-16,30.11.2016,24.11.2019,40.68
Інститут міста комунальна установа,Шевченківський,Весняна,4,1122.9,Ш-10462-17,01.02.2017,01.02.2022,1 грн. в рік
Інститут міста комунальна установа,Шевченківський,Весняна,4,189.6,310/Ш,20.11.2013,20.12.2016,Безоплатне використ.
Інститут міста комунальна установа,Галицький,Ринок пл.,1,204.6,Г-10323-16,09.12.2016,08.12.2019,1 грн. в рік
Інститут міста комунальна установа,Галицький,Ринок пл.,1,638.5,Г-9781-15,14.09.2015,13.09.2018,1 грн. в рік
Інститут патологій крові та трансфузійної медицини,Франківський,Чупринки Т. ген.,47,93.3,Ф-9387-15,27.01.2015,26.01.2018,1 грн. за кв. м. в рік
Інститут ПОЛІТИЧНИХ ТЕХНОЛОГІЙ ЛМГО,Галицький,Ринок пл.,7,26.7,Г-8826-13,28.10.2013,24.10.2018,947.22
Інститут ПОЛІТИЧНИХ ТЕХНОЛОГІЙ ЛМГО,Галицький,Ринок пл.,8,104.1,Г-8913-13,27.12.2013,26.12.2018,5296.37
Інститут ФІЗИКИ КОНДЕНСОВАНИХ СИСТЕМ НАЦІОНАЛЬНОЇ,Галицький,Коцюбинського М.,20,28.2,Г-8973-14,28.02.2014,27.02.2017,1 грн. за кв. м. в рік
Інститут фізичної оптики Міністерства освіти і нау,Галицький,Драгоманова М.,23,664.6,Г-7425-10,01.02.2010,13.01.2020,1 грн. за кв. м. в рік
ІНТЕРКОНТРАКТ СП у формі ТзОВ,Личаківський,Пiвколо,14,287.7,Л-8495-12,19.11.2012,19.11.2017,11843.39
ІНТЕР-ЛЕВ ТзОВ,Галицький,Кракiвська,5,150.5,Г-4145-6,06.03.2006,05.03.2007,55682.11
Інтерпрес ТзОВ,Франківський,Стрийська,104,379,Ф-10395-16,28.12.2016,28.12.2021,43056.38
Інфо-захід ПП,Сихівський,Червоної Калини,57,69.1,С-9215-14,17.10.2014,16.10.2017,751.61
Ісіков Костянтин Вікторович  ПП,Сихівський,Коломийська,9,54.1,С-9644-15,19.06.2015,16.06.2018,1194.32
Іськів П.М.,Шевченківський,Миколайчука I.,1,1.8,Ш-6464-8,12.08.2008,11.08.2017,58.86
Йосип і К ЛТД ТзОВ ВКП,Галицький,Свободи просп., ,69.8,Г-9689-15,10.07.2015,09.07.2018,1486.04
Йосип і К ЛТД ТзОВ ВКП,Галицький,Соборна пл., ,90.4,Г-9643-15,17.06.2015,16.06.2018,2687.54
Йосип і К ЛТД ТзОВ ВКП,Галицький,Франка I., ,59.2,Г-9688-15,10.07.2015,09.07.2018,989.68
Йосип і К ЛТД ТзОВ ВКП,Галицький,Франка I.  пл., ,37.1,Г-9687-15,10.07.2015,09.07.2018,538.39
Кайдрович Н.М.,Залізничний,Виговського I.,41,92,З-10431-17,11.01.2017,10.01.2020,387.97
Калагурська У. В.,Личаківський,Нiжинська, 14а,42.5,Л-9933-15,22.12.2015,21.12.2018,864.62
Калагурський Ю.Р.,Личаківський,Палiя С.,4,52.4,Л-4199-6,22.03.2006,22.03.2018,126.11
Каландяк Мирон Антонович ФОП,Сихівський,Червоної Калини,103,5.5,С-9289-14,15.12.2014,14.12.2017,1032.22
КАЛИНА,Залізничний,Вовчка Марка,26,88.7,790,18.06.1993,  Безтерміновий  ,118.61
Калинець І. М.,Франківський,Городоцька,165,58.9,Ф-8622-13,05.04.2013,04.04.2016,1 грн. в рік
КАЛІБР  ВКФ,Личаківський,Личакiвська,48,18.7,Л-10158-16,21.06.2016,20.06.2019,734.46
Калініченко Х. Б.,Сихівський,Карманського П.,15,17.1,С-8986-14,03.04.2014,02.04.2017,556.18
КАЛІФІЯ,Личаківський,Зелена,50,16.8,Л-10499-17,23.02.2017,23.02.2022,164.64
КАЛЬМАР,Франківський,Володимира Великого,111,73.7,1233,31.10.2002,07.05.2007,1290.84
Камель ГО,Галицький,Катедральна пл.,6,35.6,Г-5957-8,31.01.2008,28.01.2017,2274.96
Капустянський Б. Б.,Сихівський,Трильовського К.,29,5.5,С-9093-14,14.07.2014,10.07.2019,90
Карат ПП,Франківський,Сахарова А. акад.,8,28.3,Ф-9680-15/1,10.07.2015,09.07.2018,1931.98
Карат ПП,Франківський,Сахарова А. акад.,8,76.4,Ф-9680-15,10.07.2015,09.07.2018,1 грн. в рік
Карбач Н. Я.,Галицький,Коперника М.,37,11.6,Г-10170-16,04.07.2016,19.06.2019,183.87
КАРІТАС-ЛЬВІВ  БЛАГОДІЙНИЙ ФОНД УГКЦ,Шевченківський,Лобачевського М.,22,36.7,Ш-8976-14,20.03.2014,18.03.2017,502.58
КАРІТАС-ЛЬВІВ  БЛАГОДІЙНИЙ ФОНД УГКЦ,Личаківський,Франка I.,9,29.6,Л-10136-16,02.06.2016,01.06.2019,855.43
КАРІТАС-ЛЬВІВ  БЛАГОДІЙНИЙ ФОНД УГКЦ,Личаківський,Франка I.,9,92.4,Л-10171-16,04.07.2016,03.07.2019,3823.26
Карнафель Богдан Леонідович ФОП,Сихівський,Сихiвська,28,6.7,С-9111-14,25.07.2014,23.07.2017,107.59
Кароль О. С.,Личаківський,Зелена,6,51.4,Л-9657-15,24.06.2015,23.06.2018,640.9
КАРПАТИ КЛУБ ПРОФЕСІЙНОГО ФУТБОЛУ,Галицький,Липова Алея,5,4253.8,Г-6508-8,20.08.2008,20.08.2018,1 грн. в рік
Кафе Левандівка ТзОВ,Залізничний,Широка, 83а,261.7,З-9203-14,09.10.2014,08.10.2017,14747.29
Качмар Я.М.,Галицький,Коцюбинського М.,25,17.2,Г-9213-14,16.10.2014,15.10.2017,197.77
Кашеваров О.С.,Личаківський,Лiсна,15,54.8,Л-8983-14,02.04.2014,01.04.2017,515.7
Кащій А. З.,Шевченківський,Золота,11,23.4,Ш-9152-14,04.09.2014,03.09.2017,269.7
Кетяг ПП,Залізничний,Сяйво,18,90.2,З-10345-16(Д-17),20.01.2017,22.12.2019,241.86
Київстар ПАТ,Залізничний,Повiтряна,99,80,З-10458-17,30.01.2017,29.01.2020,820.64
Килівник Т. В.,Личаківський,Верхратського I.,11,23.2,Л-9913-15,26.11.2015,24.11.2018,281.95
Кирчiв - Грицай Г.Г.,Франківський,Кастелiвка,14,20.3,Ф-10132-16,31.05.2016,30.05.2019,276.93
Кисилевська  Н.Г.,Франківський,Конотопська,5,38.1,Ф-8383-12,08.08.2012,27.07.2022,406.08
Кінотехнiкум,Франківський,Кастелiвка,12,48.6,628,01.11.1992,04.11.2018,304.56
Кіц М. П.,Личаківський,Тарнавського М. ген.,73,16.7,Л-9915-15,03.12.2015,29.11.2018,195.2
Климко З.В,Личаківський,Зелена,49,29.1,Л-10034-16,31.03.2016,30.03.2019,335.94
Климко З.В,Галицький,Карпiнського,5,32.7,Г-5989-8(Д-10),09.03.2010,12.02.2017,356.09
Климчишин О. В..,Сихівський,Довженка О.,20,21.9,С-7037-9(Д-9),30.11.2009,03.02.2017,1770.22
Клініка Плюс ТзОВ,Сихівський,Червоної Калини,68,68.9,С-9543-15,21.04.2015,20.04.2018,924.93
Клочана В. В.,Галицький,Костюшка Т.,20,10.6,Г-10495-17,22.02.2017,21.02.2020,102.86
Клуб ветеранiв Афганiстану,Галицький,Франка I.,48,82.2,Г-6236-8,26.05.2008,23.05.2017,1663.76
"Клуб достойних львів""ян ТзОВ суб ЛКП Ратуша-Сервіс",Галицький,Ринок пл.,1,88.8,72/г,01.01.2009,01.07.2018,2139.88
Ковалик Володимир Михайлович ФОП,Залізничний,Огiєнка I.,13,23.1,З-9271-14,11.12.2014,10.12.2017,23.84
Ковалишин К.З.,Галицький,Грецька,5,33.4,Г-8930-14,24.02.2014,30.01.2017,600.53
Коваль Ю. Б.,Галицький,Новакiвського О.,12,27.1,Г-9145-14,29.08.2014,27.08.2017,357.96
Ковальчук З. Я.,Личаківський,Левицького К., 112а,9,Л-10308-16,30.11.2016,29.11.2019,77.69
Ковальчук Маркіян Романович ФОП,Франківський,Симоненка В.,4,32.5,Ф-9486-15,10.03.2015,09.03.2018,431.82
Ковальчук Ореста Романівна ФОП,Франківський,Симоненка В.,4,16.5,Ф-9921-15,10.12.2015,09.12.2018,118.96
Ковтало Андрій Михайлович ФОП,Галицький,Поповича Є., 8а,14.6,Г-10427-17,11.01.2017,09.01.2020,1840.04
Когут А. М.,Личаківський,Личакiвська,5,25.5,Л-10025-16(Д-16),23.11.2016,24.03.2019,3063.34
Козак Б. О.,Личаківський,Тарнавського М. ген.,109,4.2,Л-9757-15,20.08.2015,18.08.2018,41.7
Козак Є. М.,Галицький,Кубiйовича В.,30,38.6,Г-9523-15,09.04.2015,06.04.2018,537.77
Козак О. М.,Личаківський,Воробкевича С.,23,26.3,Л-10004-16,02.03.2016,01.03.2019,411.57
Козак О. В..,Личаківський,Конопницької М.,6,49.6,Л-9485-15,10.03.2015,09.03.2018,654.85
Козинкевич О.В.,Личаківський,Тарнавського М. ген.,19,38.3,Л-5192-7,16.04.2007,15.04.2010,184.26
Козло Т.Б.,Франківський,Коновальця Є., 11-б,33.3,Ф-3099-5,20.07.2005,04.09.2017,84.29
Козлов О.I.,Франківський,Котляревського I.,39,29.5,Ф-7142-9,29.04.2009,28.04.2012,622.06
Козогон Л.Д.,Франківський,Антоновича В.,48,27.2,Ф-0666,21.03.2002,12.02.2017,271.2
Кокоячук Б.В.,Залізничний,Вовчка Марка,38,57.9,З-9174-14,24.09.2014,23.09.2017,916.16
Колегія адвокатів  ЛО ГО,Галицький,Бандери С.,3,15.8,Г-8660-13,30.04.2013,30.04.2018,413.46
Колегія адвокатів  ЛО ГО,Галицький,Бандери С.,5,51.4,Г-8661-13,30.04.2013,30.04.2018,1353.31
Колегія адвокатів  ЛО ГО,Галицький,Сiчових Стрiльцiв,12,69.6,Г-9389-15,27.01.2015,26.01.2018,2180.07
Колегія адвокатів  ЛО ГО,Галицький,Шевченка Т. просп.,36,102.8,Г-9729-15,30.07.2015,29.07.2018,6136.69
Коледж декоративного і ужиткового мистецтво ім. І.,Франківський,Метрологiчна,3,224.4,Ф-9873-15,20.10.2015,19.10.2018,1 грн. за кв. м. в рік
